
# =============================================================================
# Basic dialog strings
# =============================================================================

dialog_new                              新建游戏
victory_prisonersdied                   服刑期间死亡数
victory_prisonersescaped                越狱囚犯数
victory_Bankrupt                        破产
victory_Riot                            失控暴动
victory_TooManyDeaths                   玩忽职守
victory_TooManyEscapes                  安全灾难
victory_failure                         失败
victory_warning                         警告
victory_remaining                       余下的时间
victory_death                           死亡
victory_escapes                         越狱
victory_counter                         (*X今天)
victory_executions                      非法处决
victory_innocentsexecuted               处决了无辜囚犯
victory_staffdeaths						员工死亡
victory_staffpayrise                    员工不开心
victory_staffstrike                     员工罢工

victory_warning_bankrupt                你有24个小时来解决财政危机。
victory_warning_riot                    迅速制止暴动，否则政府将接管指挥权。
victory_warning_toomanydeaths           如果今天死亡人数过多，你将被起诉。
victory_warning_toomanyescapes          如果今天有更多囚犯越狱，你将遭到解雇。

victory_prisoners_units                 放置
victory_prisonersreleased_units         释放
victory_toomanydeaths_units             死亡
victory_toomanyescapes_units            越狱
victory_prisonersparoled                假释的囚犯
victory_prisonersreoffended             再次犯罪的囚犯

victory_adviserwarning_toomanydeaths1   昨天是这座监狱历史上最黑暗的一天。太多人在这里失去了生命。
victory_adviserwarning_toomanydeaths2   确保今天没人再死去，否则你会被控以玩忽职守罪。
victory_advisernotice_toomanydeaths1    别说我们没警告过你。由于最近这里发生的事件，你被判玩忽职守罪。
victory_advisernotice_toomanydeaths2    你因犯罪被判在自己的监狱服刑十年。祝你好运。
victory_adviserwarning_riot1            你的监狱失控了。立刻镇压暴动，否则政府就要强行干涉并用武力收回监狱。
victory_advisernotice_riot1             你没能控制这次暴动。政府已撤销我们的监狱合约。现在，政府派了国民警卫队来夺回监狱。
victory_adviserwarning_toomanyescapes1  我们面临潜在的公关危机。近期有太多囚犯越狱，这是你的责任。
victory_adviserwarning_toomanyescapes2  封闭此区域，确保没人能够越狱，否则媒体会对你口诛笔伐。
victory_advisernotice_toomanyescapes1   你失败了。这座监狱成了媒体的笑柄，他们需要讨伐的对象。
victory_advisernotice_toomanyescapes2   那个对象就是你。你被解雇了。
victory_adviserwarning_bankrupt1        我们破产了！你极糟的管理能力使监狱陷入财政危机。
victory_adviserwarning_bankrupt2        迅速设法解决这个问题，否则你会被解雇。
victory_advisernotice_bankrupt1         我们被迫宣布破产，把这座监狱交给政府管理。你失败了。
victory_adviserwarning_wardendeaths1    为你工作风险实在太高。我们很难再找到愿意在这座监狱当典狱长的人。
victory_adviserwarning_wardendeaths2    如果你再让典狱长死掉，我们就只好让解雇你了。
victory_advisernotice_wardendeaths1     你没能为典狱长提供安全的工作环境。所有人都害怕给你工作。
victory_advisernotice_wardendeaths2     除了让你走我们别无选择。你被解雇了。
victory_adviserwarning_reoffenders1     很多你提前释放的囚犯又再次犯罪了，如果不能控制这种情况，我们将付出惨重代价。
victory_adviserwarning_reoffenders2     如果又有很多囚犯被释放后再次犯罪，你将成为众矢之的。
victory_advisernotice_reoffenders1      你放出了太多危险罪犯。我们只能让你走。你失败了。
victory_adviserwarning_executions1      这是你第二次处死无辜囚犯了。公众表示强烈不满。
victory_adviserwarning_executions2      如果再有无辜的囚犯被处死，你要承担责任。
victory_advisernotice_executions1       你处死了太多无辜的囚犯。我们不能再让你管理这座监狱。你失败了。
victory_advisernotice_InnocentsExecuted1 你刚刚未按照适当的程序处死囚犯，结果发现这名囚犯是无辜的。这是严重的误判，你难辞其咎。你被解雇了，或许还会有牢狱之灾。

score_title                             监狱评级
score_reoffendingrate                   再犯罪率
score_prisonersreleased                 *X 名囚犯被释放了
score_minimumprisonersreleased          必须有 *X 名囚犯被释放后才能编制此报告
score_deaths                            *X 名囚犯在监禁期间死亡
score_escapes                           *X 名囚犯越狱
score_reoffendingchance                 估计再犯罪几率
score_startingreoffendingchance         预计到达：*X%
score_prisonersparoled                  提前假释数（再犯罪）
score_prisonersparoled_info             *P (*E%)
score_clemencychance                    获得宽大处理的可能性
score_convictionstrength                国家批准的定罪力度
score_prisonersexecuted                 处决囚犯数（无辜）
score_prisonersexecuted_info            *E (*I)

score_tooltip_punishment                这是公众对囚犯为其罪行所受惩罚程度的评级。长期在监狱中服刑是强有力的惩罚的基础，但独自禁闭的劳役生活也可计入其中。\n\n切记，过多改造或自由时间会被看作是“对犯罪的软弱”，不利于惩罚程度评级。\n\n强有力的惩罚分数可以使囚犯出狱后不敢再次犯罪。
score_tooltip_reform                    对你通过改造方案改造囚犯的尝试的评级。\n\n较高的改造分数可以使囚犯出狱后更有可能找到工作，从而降低其再次犯罪的几率。\n\n注意：让囚犯在监狱周围工作也会计入其中。
score_tooltip_health                    对囚犯监狱服刑期间的健康和幸福程度的记录。户外锻炼以及美食会增加此项评分。未得到医治的伤病、吸食毒品及饮酒均会降低此项评分。\n\n此项得分过低会提高囚犯再犯罪的几率，尤其是那些在出狱前未戒掉对毒品或酒精依赖的囚犯。
score_tooltip_security                  对你是否安全关押囚犯的评级。将犯人关押在有武装警卫看守的牢房里会大幅提高此项得分。如果囚犯参与斗殴、谋杀或越狱，你会受到惩罚。\n\n过低的得分表明囚犯在入狱后仍存在犯罪行为，因此出狱后再犯罪的几率极高。

score_tooltip_reoffendingchance         对囚犯出狱后再次犯罪的几率的评估。这项评估数值考虑了许多因素：\n\n——降低：严厉/强力的惩罚\n——降低：成功的改造方案\n——增长：健康或安全状况不佳\n——增长：未得到治疗的毒瘾或酒瘾\n\n——囚犯年龄是主要因素。\n——前科数量是一项重要指标。\n——家人的支持大有帮助。
score_tooltip_clemencychance_title      获得宽大处理的可能性
score_tooltip_clemencychance            上诉委员会对被判处死刑的囚犯进行宽大处理和减刑的可能性。每次失败的上诉会降低此值，直到数值低于国家批准的定罪力度，这时会全权授权继续。如果你在此之前安排行刑而后发现囚犯的上诉可能成功，会遭到严厉的惩罚。\n\n如果囚犯获得宽大处理，会被立即释放（如果发现其是无辜的），或被转为重刑犯（如果仍然判定其有罪。）
score_tooltip_currentchance             国家批准的定罪力度是*X%
score_tooltip_clemencywarning           这名囚犯获得宽大处理的几率目前高于国家批准的安全等级。如果你执行死刑而事后发现他会得到宽大处理，你要为此负全责。

experiencefactor_FractionalLockedUp     *X% 持续被监禁
experiencefactor_FractionalReform       *X% 持续接受改造
experiencefactor_fractionalWorking      *X% 持续工作
experiencefactor_fractionalsuppressed   *X% 持续被镇压
experiencefactor_fractionalinjured      *X% 持续带有未处理的损伤
experiencefactor_fractionalintoxicated  *X% 依然未戒掉瘾（毒瘾/酒瘾/戒毒）
experiencefactor_fractionalmisbehaving  *X% 持续行为不端
experiencefactor_fractionalarmedguard   *X% 持续被武装警卫看守或被镇压
experiencefactor_fractionalwellfed      *X% 持续饮食充足
experiencefactor_fractionalexercising   *X% 持续锻炼
experiencefactor_fractionalfreetime     *X% 持续拥有自由时间

experiencefactor_passedeasyprograms             通过 *X 种简单方案
experiencefactor_passedintermediateprograms     通过 *X 种中等方案
experiencefactor_passedadvancedprograms         通过 *X 种高级方案
experiencefactor_passedexpertprograms           通过 *X 种专家方案

experiencefactor_YearsServed            服刑 *X 年
experiencefactor_fights                 参与暴力事件
experiencefactor_murders                在你的监狱内实施*X次谋杀
experiencefactor_escapeattempts         尝试越狱*X次
experiencefactor_addictions             *X种成瘾症状
experiencefactor_gangmembership         帮派成员

legend_key                              需求指数：

needs_graphscale_title                  囚犯：
needs_key_critical                      急需
needs_key_high                          中度需求
needs_key_med                           轻度需求
needs_key_satisfied                     需求已满足
needs_key_active                        正在进行

needs_show_category                     囚犯类别
needs_show_category_all                 全部

contraband_supplyanddemand              外界流入与需求
contraband_narcotics                    毒品
contraband_weapons                      武器
contraband_tools                        工具
contraband_luxuries                     违禁品
contraband_metal                        金属
contraband_smelly                       有异味
contraband_rangedweapon                 远程武器
contraband_improvised                   临时准备的
contraband_log_arranged                 *X 小时前被查获 

gangs_guards                            监狱狱警 *X 人
gangs_soldiers                          帮派分子 *X 人/最多 *Y 人
gangs_evict                             驱逐
gangs_status                            共有*X 个成员。策划了 *Y 次谋杀。 非法牟利 $*Z


contraband_key_supply                   外界流入
contraband_key_demand                   需求
contraband_log_stolen                   被偷
contraband_log_position                 放置
contraband_log_smuggled                 非法运入
contraband_log_traded                   被交易
contraband_log_thrown                   被扔掉
contraband_log_hidden                   被藏匿
contraband_log_detected                 被发现
contraband_log_dog                      被警犬发现
contraband_log_found                    被找到
contraband_log_owner                    持有者

schedule_zone_shared                    公共区域
schedule_zone_minseconly                轻刑犯
schedule_zone_medseconly                普通犯
schedule_zone_maxseconly                重刑犯
schedule_zone_protectedonly             重点保护
schedule_zone_supermaxonly              超高设防区
schedule_zone_deathrowonly              死刑犯
schedule_zone_staffonly                 员工专区
schedule_zone_unlocked                  未上锁区



# =============================================================================
# Needs / Actions / Bio etc
# =============================================================================

action_poo                              大便
action_wee                              小便
action_wash                             淋浴中
action_relax                            放松中
action_sleep                            睡觉中
action_nap                              打盹中
action_getmeal                          取食物中
action_sit                              坐着
action_exercise                         锻炼中
action_liftweights                      举重中
action_phonehome                        与家人通电话中
action_watchtv                          看电视中
action_playpool                         打台球中
action_stealknife                       行为可疑
action_stealspoon                       行为可疑
action_urinate                          小便中
action_soilsuit                         弄脏衣服
action_eat                              吃饭中
action_complain                         抱怨中
action_work                             工作中
action_visitation                       探视
action_parole                           假释听证会
action_none                             无
action_misbehaving                      行为不端
action_escaping                         越狱
action_destroying                       毁坏
action_spoiling                         弄坏
action_fighting                         斗殴
action_rioting                          暴动
action_hostagetaking                    挟持人质
action_reformprogram                    改造方案
action_changeclothes                    换衣服
action_getbook                          拿书籍
action_pray                             祈祷
action_shopping                         购物

status_effect_title						=[状态效果]=
status_effect_none						无
status_effect_suppressed				被镇压
status_effect_goodfood					饮食充足
status_effect_drunk						喝醉
status_effect_high                      高
status_effect_withdrawal				戒毒
status_effect_tazed                     电晕
status_effect_overdosed                 用药过量
status_effect_surrendered               投降
status_effect_calming                   镇静
status_effect_angst                     愤怒
status_effect_wounded                   流血
status_effect_virus                     生病
status_effect_virusdeadly               生病

condition_treated                       已治疗
condition_needstreating                 需要治疗

experience_totaltime                    总时间
experience_misconduct                   不当行为
experience_lockeddown                   禁足
experience_regime                       管制
experience_sleep                        睡觉
experience_work                         工作
experience_class                        上课
experience_freetime                     自由时间
experience_moodbad                      坏
experience_moodnormal                   一般
experience_moodgood                     好
experience_nocondition                  无
experience_kod                          被击晕
experience_hurt                         受伤
experience_suppressed                   被镇压
experience_intoxicated                  犯毒瘾
experience_wellfed                      饮食充足
experience_exercise                     锻炼

need_name_nothing                       无
need_name_bladder                       小便
need_name_bowels                        大便
need_name_sleep                         睡眠
need_name_food                          食物
need_name_safety                        安全
need_name_hygiene                       卫生
need_name_exercise                      锻炼
need_name_family                        家庭
need_name_recreation                    娱乐
need_name_comfort                       舒适
need_name_environment                   环境
need_name_privacy                       隐私
need_name_freedom                       自由
need_name_clothing                      衣物
need_name_drugs                         毒品
need_name_alcohol                       酒精
need_name_starving                      挨饿
need_name_spirituality                  精神需求
need_name_literacy                      文学需求
need_name_babysleep                     [儿童] 睡眠
need_name_babyplay                      [儿童] 玩耍
need_name_warmth                        供暖
needs_locked                            （需要心理学家来揭示囚犯的需求）
needs_title                             =[需求]=

needs_total_prisoners                   *X 名囚犯有这个需求
needs_total_concerned                   *X 名囚犯正有这个需求
needs_total_desperate                   *X 名囚犯迫切希望这个需求得到满足
needs_total_angry                       *X 名囚犯大发雷霆，因为这个需求未得到满足
needs_total_active                      *X 名囚犯正在解决这个需求

needs_help_bladder                      人人皆需使用厕所，囚犯也是。别忘记，你的监狱的大部分体制非常严格-例如，如果他们当时应在淋浴间，他们就无法使用牢房内的厕所。
needs_help_bowels                       人人皆需使用厕所，囚犯也是。别忘记，你的监狱的大部分体制非常严格-例如，如果他们当时应在洗澡间，他们就无法使用牢房内的厕所。
needs_help_sleep                        囚犯需要睡眠。囚犯仅能在他们分配到的牢房睡觉，且只能在晚上八点到早上八点其间睡觉。当然，他们会需要一张床。
needs_help_food                         人人需要吃，且大部分的人一天需要吃多好几餐。若你发现厨房无法应付需求量，试着多雇用几个厨师，或增加厨师到你的厨房。你也可以在报告视窗中的政策页面，调整你的营养政策。
needs_help_safety                       即使在监狱，你的囚犯也需要安全感。如果你的监狱有太多斗殴事件或整体危险水平过高，囚犯会感到不安全然后考虑武装自己。若这渐渐变成一个问题，你可以试着雇用更多守卫、建立更多巡逻路线或者达到囚犯的其他需求，借此提高监狱的安全等级。
needs_help_hygiene                      大部分的囚犯会想要定期洗澡，尤其是早上起床后。淋浴时间会强迫那些牢房没有淋浴间的囚犯前往最近的淋浴间。若这渐渐变成一个问题，你可以考虑扩大你的淋浴间设施，或者增加自由活动时间让囚犯依自己的需求洗澡。
needs_help_exercise                     很多囚犯会想要保持体态。你可以增加一个庭院，让他们可以健身。无论是在庭院或其他公共区域放置举重床，也都对此有所帮助。
needs_help_recreation                   无聊的囚犯，是危险的囚犯。你可以在公共区域增加一些消遣的设施，例如电视或收音机，借此达到囚犯对于休闲娱乐的需求。
needs_help_comfort                      囚犯一般需要感到舒适，生理和心理两者皆是。有许多方法可以帮助达到这一点，例如允许家庭探访、提供热水澡或者纯粹确保他们有地方可以坐。
needs_help_environment                  囚犯讨厌居住在脏乱的环境，但是这么多囚犯一起使用同样的设施，周遭环境可能很快就脏乱了。你可以雇用一些工人或安排囚犯打扫卫生间，保持环境整洁。
needs_help_privacy                      有时候，囚犯会想要有自己的时间。通常待在自己牢房可以满足这个需求，但是如果他们和其他囚犯共享一个居室，他们可能觉得隐私不够。
needs_help_freedom                      就算在监狱里，你的囚犯还是会想要感到某种程度上的自由。增加自由活动时间或庭院时间到日程表，有利于满足这一点。
needs_help_clothing                     就算囚犯每天都穿一样的有色连身服，他们时不时还是会想要洗衣服。增加洗衣房并雇用工人或安排囚犯工作，可以让他们美梦成真。
needs_help_drugs                        很多囚犯都有毒瘾问题-这可能也是他们入狱的原因。在你的医务室实行药物治疗毒瘾方案，有助于解决这个问题。
needs_help_alcohol                      很多囚犯饱受酒瘾的困扰且会竭尽全力把酒弄到手。你可以尝试推行酗酒者集体理疗方案以减轻囚犯的这种困扰。
needs_help_spirituality                 很多囚犯有各种不同的宗教信仰。在监狱内增加长椅或祈祷垫，可以让囚犯实行他们的宗教活动。设立教堂并实施精神指导计划的成效最佳，同时还能安抚囚犯。
needs_help_literacy                     一些囚犯只想要阅读。增加图书馆让囚犯借阅书籍，可以满足这个需求。
needs_help_warmth                       没有人想在寒冷中度日，但大自然并不在乎人的感觉。在监狱内增加暖气以保持室内温暖。
needs_help_babysleep                    婴儿的睡眠时间需要比一般囚犯长。若你的囚犯有婴儿，请确保有婴儿床可以使用，让婴儿可以按其需求睡觉。
needs_help_babyplay                     婴儿需要照料和娱乐。若你的囚犯有婴儿，请确保公共区域有游戏毯。
needs_help_family                       大部分的囚犯想要和家人保持联系。最简单的方式是在你的监狱增加电话，但是增加会客设施成效更好。邮件收发室对此也有所帮助。

reputation_title                        身份与性格
reputation_hidden                       （身份与性格未知）
reputation_hidden_short                 ???

reputation_legendary                    --传奇--
reputation_strong                       强壮
reputation_tough                        粗暴
reputation_volatile                     易怒
reputation_snitch                       -[告密者]-
reputation_deadly                       致命
reputation_stoical                      坚忍
reputation_fearless                     无畏
reputation_exlaw                        -[前执法者]-
reputation_copkiller                    警察杀手
reputation_quick                        敏捷
reputation_instigator                   教唆犯
reputation_fighter                      搏击能手
reputation_gangmember                   (帮派成员)
reputation_federalwitness               -[联邦证人]-

reputation_strong_high                  极其强壮
reputation_tough_high                   极其粗暴
reputation_volatile_high                极其易怒
reputation_deadly_high                  极其致命
reputation_exlaw_high                   -[前狱中警卫]-
reputation_quick_high                   极其敏捷
reputation_fighter_high                 搏击专家

reputation_legendary_high               --传奇--
reputation_snitch_high                  -[告密者]-
reputation_stoical_high                 坚忍
reputation_fearless_high                无畏
reputation_copkiller_high               警察杀手
reputation_instigator_high              教唆犯
reputation_gangmember_high              (帮派成员)

reputationtooltip_legendary             这名囚犯是黑社会里的传奇人物之一，拥有许多本领和能力，是个十分危险的人物。
reputationtooltip_strong                这名囚犯在斗殴时会越战越勇。
reputationtooltip_tough                 这名囚犯在格斗中能比常人承受更重的击打，甚至能承受来自电击枪的打击。
reputationtooltip_volatile              这名囚犯容易无缘无故地发狂。
reputationtooltip_stoical               这名囚犯对于被独自关押满不在乎。根本不会感到一丝压抑。
reputationtooltip_snitch                这名囚犯是名线人，因此他的生命可能有危险。不要将他和其他罪犯放在一起太久。
reputationtooltip_deadly                这名囚犯精通致命格斗招式，有时可以一击致死。
reputationtooltip_exlaw                 这名囚犯曾经是一名警察或者其他执法人员。他的生命可能受到威胁。
reputationtooltip_copkiller             这名囚犯因谋杀一名警察而被判有罪。警卫在制服他的时候可能无法控制自己而使用过度武力。
reputationtooltip_fearless              这名囚犯不会受到武装警卫的威慑，并且在打斗中不会轻易投降。
reputationtooltip_quick                 这名囚犯跑得极其快。
reputationtooltip_instigator            这名囚犯擅长煽动邻近囚犯的不满情绪。当他制造麻烦的时候，周围的囚犯也很可能一拥而上。
reputationtooltip_fighter               这名囚犯擅长防御格斗招式，可以在打斗中卸掉对方的兵器，甚至可以夺走对方的武器。
reputationtooltip_gangmember            这名囚犯属于一个帮派，他会保护同帮派成员并且对敌对帮派充满仇恨。
reputationtooltip_federalwitness        这名囚犯是一个重要案件的证人，因此已经被帮派或犯罪头目列为灭口目标。


# =============================================================================
# Nameplate status
# ============================================================================= 

nameplate_working                       工作中
nameplate_stationed                     站岗
nameplate_patrolling                    巡逻中
nameplate_resting                       休息中
nameplate_tired                         疲劳
nameplate_injured                       受伤
nameplate_unconscious                   昏迷
nameplate_dead                          死亡
nameplate_released                      已释放
nameplate_researching                   研究中
nameplate_overdose                      用药过量
nameplate_starving                      挨饿
nameplate_wounded                       流血


# =============================================================================
# Objectives, Grants
# =============================================================================

objective_feedallprisoners              给所有囚犯提供食物
objective_caption_prisoners             囚犯
objective_caption_meals                 餐食
objective_readceosletter                阅读首席执行官的来信
objective_actionrequired                事件报告

objective_deathrowinmates               死刑犯状态

objective_prisonerintake                接受囚犯数
objective_intake_arrivals               上午8点有 *X 名囚犯抵达
objective_intake_closed                 监狱不再接收新囚犯
objective_intake_closed2                （查看囚犯报告）
objective_intake_closed3                （查看接收报告）
objective_intake_specials				特别转移：
objective_intake_categories             种类：
objective_intake_minsec                 低危险度，
objective_intake_medsec                 中危险度，
objective_intake_maxsec                 高危险度
objective_intake_deathrow               死刑犯
objective_intake_typeclosed             停止接收
objective_intake_typefillcapacity       填满监狱上限
objective_intake_typetotalprisoners     补充到 *X
objective_intake_typenumperday          每日接收 *X 人
objective_intake_typeallavailable       无限制接收

objective_firstgrant                    接受你第一笔补助金
objective_firstgrant_description        接受你第一笔补助金：开启报告窗口（点击屏幕右下方的按钮），选择补助标签，然后选择可用的补助项目。

objective_builddeliveriesroom           建造囚犯接收区

objective_outgoing                      即将释放的囚犯
objective_outgoing_count                *X 名囚犯即将被释放
objective_outgoing_timer                (*X 小时)

objective_visitors                      探视者（上午8点——晚上8点）
objective_visitors_waiting              有 *X 名等待探视的家属
objective_visitors_onsite               监狱里来了 *Y 组共计 *X 名探视者

objective_staffexhausted                员工精疲力竭
objective_reststaff_exhausted           *X 名员工已经精疲力竭。
objective_reststaff_resting             （ *X 名员工正在休息）
objective_reststaff_needstaffroom       建立员工休息室，这样他们就可以休息了。

objective_punishment_solitary           *X 名囚犯被单独禁闭
objective_punishment_solitary_queue     *X 名囚犯等待单独禁闭
objective_punishment_solitary_mix       *X 名囚犯在单独禁闭 (+ *Y 名囚犯在等待)
objective_punishment_lockdown           *X 人被禁足
objective_incident_medical              *X 需要治疗
objective_incident_dead                 *X 具尸体

objective_prisonerparole                囚犯假释
objective_parole_count                  *X 名囚犯可申请假释

objective_payment_receivedfull          报酬：*X 已收到
objective_payment_receivedpart          报酬：已收到总计 *Y 中的 *X 

objective_grant_bootstraps                  基础监禁中心
objective_grant_bootstraps_description      把一片空地建成一座可正常运作的监狱。这份政府合同为你提供为首批囚犯建造最基本监狱基础设施所需的资金。
objective_grant_bootstraps_holdingcell      建造拘留牢房
objective_grant_bootstraps_shower           建造淋浴房
objective_grant_bootstraps_yard             建造庭院
objective_grant_bootstraps_kitchen          建造厨房
objective_grant_bootstraps_canteen          建造餐厅
objective_grant_bootstraps_guard            雇用至少两名警卫
objective_grant_bootstraps_chef             雇佣至少两名厨师

objective_grant_administration                          管理中心
objective_grant_administration_description              每座监狱项目都需要能够正常运作的管理设施，以确保事情顺利进行，使项目正常发挥作用。\n\n这份合同为典狱长、会计师及其办公室提供了经费，使我们能够使用完备的联邦行政系统。
objective_grant_administration_offices                  建造两间办公室
objective_grant_administration_warden                   雇佣一名典狱长
objective_grant_administration_accountant_research      通过行政系统解锁财政
objective_grant_administration_accountant               雇用一名会计师

objective_grant_firstcellblock                  牢房区块 A
objective_grant_firstcellblock_description      基础设施已建好并运转，现在应该建造第一间牢房，把现有的囚犯转入其自己的牢房。
objective_grant_firstcellblock_cells            将监狱容量提高到15人

objective_grant_health                      囚犯健康与福祉
objective_grant_health_description          囚犯们的生理和心理健康对于我们来说十分重要。这项补助用于促进建设最先进的医务室，并聘用医生和心理医生来照顾囚犯的健康需求。
objective_grant_health_ward                 建立医务室
objective_grant_health_doctors              聘请至少两名医生
objective_grant_health_psychologist         聘请一名心理医生（需要办公室）

objective_grant_bailout                     政府紧急救助
objective_grant_bailout_description         政府对你的表现十分不满，但是政府认为你的监狱规模太大而不能倒闭。政府将使用纳税人的资金防止监狱破产。但是你必须平衡你的帐目——让你的监狱回归正每日拨款收入（每日收入高于支出），并且偿还银行贷款。
objective_grant_bailout_cashflow            收入高于支出
objective_grant_bailout_debt                清偿债务


objective_grant_maintenance                         监狱维护
objective_grant_maintenance_description             监狱和场地的基本保养与维护非常重要，关系到工作人员和囚犯的安全。雇佣必要的人员保持监狱整洁有序。
objective_grant_maintenance_research_root           通过行政系统解锁维护
objective_grant_maintenance_research_cleaning       通过行政系统解锁清洁
objective_grant_maintenance_research_groundskeeping 通过行政系统解锁园艺
objective_grant_maintenance_foreman                 雇佣一名工头（需要办公室）
objective_grant_maintenance_janitor                 雇佣至少两名清洁工
objective_grant_maintenance_gardener                雇佣一名园丁

objective_grant_visitation                          探视权
objective_grant_visitation_description              由于拒绝承认囚犯的探视权，这片区域许多其他监狱正面临诉讼。投资者们不希望陷入丑闻，他们正提供资金以确保提供充足的设施。
objective_grant_visitation_room                     建立1个探访室
objective_grant_visitation_tables                   添加至少3张探访桌
objective_grant_visitation_commonroom               建造囚犯休息室
objective_grant_visitation_pooltable                添加台球桌
objective_grant_visitation_tv                       添加至少2台电视
objective_grant_visitation_phones                   建造至少5个电话亭

objective_grant_basicsecurity                       安全程序认证
objective_grant_basicsecurity_description           由于员工缺乏经验而造成的安全漏洞是新监狱的常见缺陷。将安保力度增强到可接受水平来避免出现一些会影响我们声誉的问题。
objective_grant_basicsecurity_chief                 聘请一名安保主管（需要办公室）
objective_grant_basicsecurity_guards                雇用十名警卫
objective_grant_basicsecurity_patrols               将三名警卫分配到巡逻路线
objective_grant_basicsecurity_research              通过行政系统解锁巡逻

objective_grant_enhancedsecurity                    政府安全评级
objective_grant_enhancedsecurity_description        政府对超过特定规模的监狱有特定安全要求，并会重罚那些不合标准的监狱。确保这方面不出现问题。
objective_grant_enhancedsecurity_armoury            建立军械库
objective_grant_enhancedsecurity_kennel             建立警犬休息室
objective_grant_enhancedsecurity_guards             雇用两名武装警卫
objective_grant_enhancedsecurity_dogs               雇用两名警犬训练员
objective_grant_enhancedsecurity_patroldogs         将两名警犬训练员分配至警犬巡逻队
objective_grant_enhancedsecurity_patrolarmed        将两名武装警卫分配至巡逻队

objective_grant_advancedsecurity                    实施最高设防基础设施
objective_grant_advancedsecurity_description        保证大量囚犯的妥善关押或许比较困难，但是囚犯突破防卫造成的代价远比实施适当安保措施的代价大得多。在你的监狱中安装必要的设备。
objective_grant_advancedsecurity_guards             扩大安保力量的规模
objective_grant_advancedsecurity_researchcctv       通过行政系统解锁闭路电视监控系统
objective_grant_advancedsecurity_researchbodyarmour 通过行政系统解锁防弹衣
objective_grant_advancedsecurity_researchtazers     通过行政系统解锁电击枪
objective_grant_advancedsecurity_office             建造安保办公室
objective_grant_advancedsecurity_cctvmonitor        建造闭路电视监视器
objective_grant_advancedsecurity_cctvcameras        在监狱中安装闭路电视监控摄像头

objective_grant_prisonerworkforce                   囚犯适应和劳役
objective_grant_prisonerworkforce_description       让囚犯在监狱中工作是在削减费用的同时使他们融入环境的好办法。完成必要的训练并建造必需的设备将囚犯投入工作。
objective_grant_prisonerworkforce_research          通过行政系统解锁囚犯劳役
objective_grant_prisonerworkforce_cleaning          建造清洁橱柜
objective_grant_prisonerworkforce_laundry           建造洗衣房
objective_grant_prisonerworkforce_kitchenclass      让三名囚犯完成厨房安全和卫生方案
objective_grant_prisonerworkforce_laundryassigned   将三名囚犯分配到洗衣房工作
objective_grant_prisonerworkforce_kitchenassigned   将三名囚犯分配到厨房工作
objective_grant_prisonerworkforce_cleaningassigned  将三名囚犯分配到清洁橱柜工作

objective_grant_educationreformprogram              通过教育方案进行改造
objective_grant_educationreformprogram_description  一个著名的群体正在执行有关教育对囚犯再犯罪率影响的大规模社会实验。设立一些教室开始教育你的囚犯。
objective_grant_educationreformprogram_research     通过行政系统解锁教育
objective_grant_educationreformprogram_classroom    建造教室
objective_grant_educationreformprogram_desks        建造二十张学校用桌
objective_grant_educationreformprogram_foundationed 让十名囚犯通过基础教育课程
objective_grant_educationreformprogram_generaled    让一名囚犯通过普通教育课程

objective_grant_prisonlabour                        监狱制造设施
objective_grant_prisonlabour_description            投资人想让你提高监狱的盈利能力，希望投资资金来帮你建立工坊以将囚犯们转变为劳动力。
objective_grant_prisonlabour_workshop               建造工坊
objective_grant_prisonlabour_saw                    建造两个锯木台
objective_grant_prisonlabour_press                  建造两个冲压机
objective_grant_prisonlabour_reform                 让五名囚犯通过工坊安全方案
objective_grant_prisonlabour_plates                 制作30个车牌

objective_grant_furnituremanufacturing              木工学徒方案
objective_grant_furnituremanufacturing_description  向囚犯们提供木工课程，给他们传授出狱后能够使用的宝贵技能，让他们在你的工坊中制作可以出售以提高收入的高档家具。
objective_grant_furnituremanufacturing_forestry     建造一片森林
objective_grant_furnituremanufacturing_table        建造两张木工桌
objective_grant_furnituremanufacturing_reform       让两名囚犯通过木工课程
objective_grant_furnituremanufacturing_bed          制作十张优秀床铺

objective_grant_reducestaffstress                   员工福祉倡议
objective_grant_reducestaffstress_description       监狱工会收到了员工过分紧张和过度工作的报告，已经达到能够导致错误的程度。确保相似的问题在你的监狱中不会发生。
objective_grant_reducestaffstress_staffroom         建造员工休息室
objective_grant_reducestaffstress_freeguards        至少不给五名警卫安排职责
objective_grant_reducestaffstress_restedstaff       确保员工中无人精疲力竭

objective_grant_shortterminvestment                 短期投资
objective_grant_shortterminvestment_description     将金钱用于投资，最终能够带来与初始投资额相称的合理回报。
objective_grant_shortterminvestment_wait            等待资金……

objective_grant_longterminvestment                  长期投资
objective_grant_longterminvestment_description      将金钱用于长期投资，最终能够带来与初始投资额相称的大额回报。
objective_grant_longterminvestment_wait             等待资金……

objective_grant_cellblock50                         牢房区块 B
objective_grant_cellblock50_description             该扩建你的监狱了，使其超越简单收容场所的规模。
objective_grant_cellblock50_cells                   将监狱囚犯容量提高到50

objective_grant_cellblock100                        牢房区块 C
objective_grant_cellblock100_description            继续扩建监狱以充分利用土地。
objective_grant_cellblock100_cells                  将监狱囚犯容量提高到100

